SCHOLAR Simulation Log
Scene: 058   Date: 2026-04-15 02:45:54
======================================================================

Family: sparse
Result: SUCCESS  (102 steps)
--------------------------------------------------
  step    0 | (3.4119, 1.4992) | start
  step    1 | (3.4152, 1.5391) | goal mode: moving directly toward goal
  step    2 | (3.4184, 1.5789) | goal mode: moving directly toward goal
  step    3 | (3.4217, 1.6188) | goal mode: moving directly toward goal
  step    4 | (3.4250, 1.6586) | goal mode: moving directly toward goal
  step    5 | (3.4283, 1.6985) | goal mode: moving directly toward goal
  step    6 | (3.4316, 1.7384) | goal mode: moving directly toward goal
  step    7 | (3.4349, 1.7782) | goal mode: moving directly toward goal
  step    8 | (3.4382, 1.8181) | goal mode: moving directly toward goal
  step    9 | (3.4415, 1.8580) | goal mode: moving directly toward goal
  step   10 | (3.4448, 1.8978) | goal mode: moving directly toward goal
  step   11 | (3.4481, 1.9377) | goal mode: moving directly toward goal
  step   12 | (3.4514, 1.9776) | goal mode: moving directly toward goal
  step   13 | (3.4547, 2.0174) | goal mode: moving directly toward goal
  step   14 | (3.4580, 2.0573) | goal mode: moving directly toward goal
  step   15 | (3.4613, 2.0972) | goal mode: moving directly toward goal
  step   16 | (3.4646, 2.1370) | goal mode: moving directly toward goal
  step   17 | (3.4679, 2.1769) | goal mode: moving directly toward goal
  step   18 | (3.4712, 2.2167) | goal mode: moving directly toward goal
  step   19 | (3.4745, 2.2566) | goal mode: moving directly toward goal
  step   20 | (3.4777, 2.2965) | goal mode: moving directly toward goal
  step   21 | (3.4810, 2.3363) | goal mode: moving directly toward goal
  step   22 | (3.4843, 2.3762) | goal mode: moving directly toward goal
  step   23 | (3.4876, 2.4161) | goal mode: moving directly toward goal
  step   24 | (3.4909, 2.4559) | goal mode: moving directly toward goal
  step   25 | (3.4942, 2.4958) | goal mode: moving directly toward goal
  step   26 | (3.4975, 2.5357) | goal mode: moving directly toward goal
  step   27 | (3.5008, 2.5755) | goal mode: moving directly toward goal
  step   28 | (3.5041, 2.6154) | goal mode: moving directly toward goal
  step   29 | (3.5074, 2.6553) | goal mode: moving directly toward goal
  step   30 | (3.5107, 2.6951) | goal mode: moving directly toward goal
  step   31 | (3.5140, 2.7350) | goal mode: moving directly toward goal
  step   32 | (3.5173, 2.7748) | goal mode: moving directly toward goal
  step   33 | (3.5206, 2.8147) | goal mode: moving directly toward goal
  step   34 | (3.5239, 2.8546) | goal mode: moving directly toward goal
  step   35 | (3.5272, 2.8944) | goal mode: moving directly toward goal
  step   36 | (3.5305, 2.9343) | goal mode: moving directly toward goal
  step   37 | (3.5337, 2.9742) | goal mode: moving directly toward goal
  step   38 | (3.5370, 3.0140) | goal mode: moving directly toward goal
  step   39 | (3.5403, 3.0539) | goal mode: moving directly toward goal
  step   40 | (3.5436, 3.0938) | goal mode: moving directly toward goal
  step   41 | (3.5469, 3.1336) | goal mode: moving directly toward goal
  step   42 | (3.5502, 3.1735) | goal mode: moving directly toward goal
  step   43 | (3.5502, 3.1735) | sensed obstacle(s) [3]; frontiers=45
  step   44 | (3.5535, 3.2133) | goal mode: moving directly toward goal
  step   45 | (3.5568, 3.2532) | goal mode: moving directly toward goal
  step   46 | (3.5601, 3.2931) | goal mode: moving directly toward goal
  step   47 | (3.5634, 3.3329) | goal mode: moving directly toward goal
  step   48 | (3.5667, 3.3728) | goal mode: moving directly toward goal
  step   49 | (3.5700, 3.4127) | goal mode: moving directly toward goal
  step   50 | (3.5733, 3.4525) | goal mode: moving directly toward goal
  step   51 | (3.5733, 3.4525) | stopped at epsilon boundary near obstacle 3
  step   52 | (3.5766, 3.4924) | goal mode: moving directly toward goal
  step   53 | (3.5799, 3.5323) | goal mode: moving directly toward goal
