planner,family,scene_idx,seed,success,steps,path_length,n_contacts,n_sensed
beacon,collision_required,66,66,True,109,4.191796,0,2
surp,collision_required,66,66,True,118,4.515159,0,4
beacon,collision_shortcut,66,66,True,111,4.191796,0,4
surp,collision_shortcut,66,66,True,204,7.525182,21,7
beacon,sparse,67,67,True,128,4.913349,0,3
surp,sparse,67,67,True,143,5.482805,0,4
beacon,cluttered,67,67,True,131,4.913349,0,7
surp,cluttered,67,67,True,213,7.788456,12,11
beacon,collision_required,67,67,True,128,4.913349,0,3
surp,collision_required,67,67,True,140,5.427985,2,3
beacon,collision_shortcut,67,67,True,132,4.913349,0,7
surp,collision_shortcut,67,67,True,150,5.585741,0,9
beacon,sparse,68,68,True,103,3.912433,0,3
surp,sparse,68,68,True,119,4.493675,6,3
beacon,cluttered,68,68,True,106,3.912433,0,7
surp,cluttered,68,68,False,560,19.488,83,19
beacon,collision_required,68,68,True,133,5.068868,0,4
surp,collision_required,68,68,True,158,6.045147,0,5
beacon,collision_shortcut,68,68,True,152,5.731032,0,7
surp,collision_shortcut,68,68,True,166,6.202831,11,8
beacon,sparse,69,69,True,97,3.70233,0,3
surp,sparse,69,69,True,131,4.996879,0,5
beacon,cluttered,69,69,False,502,20.0,0,3
surp,cluttered,69,69,True,147,5.249858,15,10
beacon,collision_required,69,69,True,121,4.683994,0,1
surp,collision_required,69,69,True,144,5.435296,2,2
beacon,collision_shortcut,69,69,True,124,4.683994,0,4
surp,collision_shortcut,69,69,True,171,6.326683,19,6
beacon,sparse,70,70,True,120,4.669247,0,1
surp,sparse,70,70,True,137,5.373267,0,1
beacon,cluttered,70,70,True,125,4.669247,0,6
surp,cluttered,70,70,False,525,19.192,54,14
beacon,collision_required,70,70,True,121,4.669247,0,2
surp,collision_required,70,70,True,151,5.631153,8,3
beacon,collision_shortcut,70,70,True,122,4.669247,0,3
surp,collision_shortcut,70,70,True,226,8.30573,24,6
beacon,sparse,71,71,True,127,4.974831,0,0
surp,sparse,71,71,True,126,4.974831,0,0
beacon,cluttered,71,71,True,131,4.974831,0,4
surp,cluttered,71,71,True,263,9.628429,16,7
beacon,collision_required,71,71,True,128,4.974831,0,1
surp,collision_required,71,71,True,148,5.738376,0,3
beacon,collision_shortcut,71,71,True,133,4.974831,0,6
surp,collision_shortcut,71,71,True,338,12.507955,16,13
beacon,sparse,72,72,True,126,4.843073,0,2
surp,sparse,72,72,True,136,5.230716,2,4
beacon,cluttered,72,72,True,140,5.1457,0,10
surp,cluttered,72,72,True,165,6.115123,0,11
beacon,collision_required,72,72,True,127,4.843073,0,3
surp,collision_required,72,72,True,138,5.307428,2,4
beacon,collision_shortcut,72,72,True,127,4.843073,0,3
surp,collision_shortcut,72,72,True,163,6.049463,6,5
beacon,sparse,73,73,True,95,3.60943,0,2
surp,sparse,73,73,True,105,4.065576,0,2
beacon,cluttered,73,73,True,98,3.60943,0,6
surp,cluttered,73,73,True,159,5.874808,4,7
beacon,collision_required,73,73,True,104,4.022621,0,1
surp,collision_required,73,73,True,114,4.434087,0,2
beacon,collision_shortcut,73,73,True,107,4.022621,0,5
surp,collision_shortcut,73,73,True,218,7.94715,18,10
beacon,sparse,74,74,True,112,4.30475,0,2
surp,sparse,74,74,True,133,5.124651,0,3
beacon,cluttered,74,74,True,115,4.30475,0,6
surp,cluttered,74,74,False,523,18.944,56,19
beacon,collision_required,74,74,True,113,4.30475,0,3
surp,collision_required,74,74,True,137,5.167907,4,4
beacon,collision_shortcut,74,74,True,117,4.30475,0,7
surp,collision_shortcut,74,74,True,233,8.830273,12,6
beacon,sparse,75,75,True,99,3.817343,0,1
surp,sparse,75,75,True,104,4.041406,0,1
beacon,cluttered,75,75,True,102,3.817343,0,5
surp,cluttered,75,75,True,132,5.089079,0,3
beacon,collision_required,75,75,True,120,4.629291,0,2
surp,collision_required,75,75,True,201,7.160698,25,4
beacon,collision_shortcut,75,75,False,502,20.0,0,1
surp,collision_shortcut,75,75,True,215,7.76349,4,8
beacon,sparse,76,76,True,114,4.389399,0,2
surp,sparse,76,76,True,141,5.518657,0,2
beacon,cluttered,76,76,True,118,4.389399,0,6
surp,cluttered,76,76,True,176,6.632512,5,8
beacon,collision_required,76,76,True,114,4.389399,0,2
surp,collision_required,76,76,True,179,6.819497,2,3
beacon,collision_shortcut,76,76,True,116,4.389399,0,4
surp,collision_shortcut,76,76,True,154,5.59315,6,6
beacon,sparse,77,77,True,99,3.812124,0,1
surp,sparse,77,77,True,111,4.30147,0,2
beacon,cluttered,77,77,True,102,3.812124,0,4
surp,cluttered,77,77,True,133,4.995357,0,7
beacon,collision_required,77,77,True,127,4.894885,0,2
surp,collision_required,77,77,True,167,5.961485,18,3
beacon,collision_shortcut,77,77,False,502,20.0,0,1
surp,collision_shortcut,77,77,True,409,14.975668,22,15
beacon,sparse,78,78,True,108,4.09662,0,3
surp,sparse,78,78,True,107,4.101673,0,3
beacon,cluttered,78,78,True,110,4.09662,0,5
surp,cluttered,78,78,True,109,4.103151,0,5
beacon,collision_required,78,78,True,107,4.09662,0,2
surp,collision_required,78,78,True,139,5.350725,4,3
beacon,collision_shortcut,78,78,True,109,4.09662,0,4
surp,collision_shortcut,78,78,True,199,7.312103,34,4
beacon,sparse,79,79,True,94,3.620492,0,1
surp,sparse,79,79,True,105,4.105977,0,1
beacon,cluttered,79,79,True,96,3.620492,0,3
surp,cluttered,79,79,True,174,6.35255,8,4
beacon,collision_required,79,79,True,140,5.439522,0,3
surp,collision_required,79,79,True,201,7.841744,0,3
beacon,collision_shortcut,79,79,True,144,5.439522,0,6
surp,collision_shortcut,79,79,True,354,12.631544,20,10
beacon,sparse,80,80,True,129,4.986453,0,3
surp,sparse,80,80,True,151,5.856049,2,3
beacon,cluttered,80,80,True,146,5.540747,0,6
surp,cluttered,80,80,True,215,8.191278,4,9
beacon,collision_required,80,80,True,130,4.986453,0,4
surp,collision_required,80,80,True,194,7.186541,17,7
beacon,collision_shortcut,80,80,True,145,5.540747,0,5
surp,collision_shortcut,80,80,True,158,5.95468,6,7
beacon,sparse,81,81,True,94,3.64868,0,0
surp,sparse,81,81,True,93,3.64868,0,0
beacon,cluttered,81,81,True,98,3.64868,0,4
surp,cluttered,81,81,True,291,10.705324,24,11
beacon,collision_required,81,81,False,502,20.0,0,1
surp,collision_required,81,81,False,502,14.493333,151,3
beacon,collision_shortcut,81,81,True,111,4.224898,0,3
surp,collision_shortcut,81,81,True,136,5.219422,4,4
beacon,sparse,82,82,False,502,20.0,0,1
surp,sparse,82,82,True,121,4.677664,0,3
beacon,cluttered,82,82,True,117,4.439776,0,5
surp,cluttered,82,82,False,513,19.321333,41,14
beacon,collision_required,82,82,True,153,5.859335,0,4
surp,collision_required,82,82,True,198,7.725179,2,3
beacon,collision_shortcut,82,82,True,155,5.859335,0,6
surp,collision_shortcut,82,82,True,191,7.3565,5,6
beacon,sparse,83,83,True,95,3.617872,0,2
surp,sparse,83,83,True,97,3.752685,0,2
beacon,cluttered,83,83,True,97,3.617872,0,4
surp,cluttered,83,83,True,255,9.349533,22,8
beacon,collision_required,83,83,True,118,4.489177,0,3
surp,collision_required,83,83,True,163,5.89978,18,4
beacon,collision_shortcut,83,83,True,120,4.489177,0,6
surp,collision_shortcut,83,83,True,486,18.198632,42,12
beacon,sparse,84,84,True,151,5.835914,0,3
surp,sparse,84,84,True,195,7.257789,4,5
beacon,cluttered,84,84,True,155,5.835914,0,8
surp,cluttered,84,84,True,204,7.507582,6,14
beacon,collision_required,84,84,True,150,5.835914,0,2
surp,collision_required,84,84,True,177,6.930557,0,2
beacon,collision_shortcut,84,84,True,156,5.835914,0,9
surp,collision_shortcut,84,84,True,226,8.20705,18,9
beacon,sparse,85,85,True,99,3.73015,0,3
surp,sparse,85,85,True,131,5.067161,0,3
beacon,cluttered,85,85,True,101,3.73015,0,5
surp,cluttered,85,85,False,510,20.553815,20,7
beacon,collision_required,85,85,True,112,4.282713,0,2
surp,collision_required,85,85,True,143,5.46778,2,3
beacon,collision_shortcut,85,85,True,114,4.282713,0,4
surp,collision_shortcut,85,85,True,162,6.09503,12,5
beacon,sparse,86,86,True,101,3.803026,0,3
surp,sparse,86,86,True,122,4.695735,2,2
beacon,cluttered,86,86,True,112,4.191446,0,6
surp,cluttered,86,86,True,209,7.655304,20,6
beacon,collision_required,86,86,True,130,4.955614,0,4
surp,collision_required,86,86,True,173,6.340719,14,5
beacon,collision_shortcut,86,86,True,133,4.955614,0,7
surp,collision_shortcut,86,86,True,235,8.742771,12,7
beacon,sparse,87,87,True,104,3.963335,0,2
surp,sparse,87,87,True,123,4.768047,0,2
beacon,cluttered,87,87,True,131,4.898138,0,8
surp,cluttered,87,87,True,140,5.118388,8,9
beacon,collision_required,87,87,True,110,4.212448,0,2
surp,collision_required,87,87,True,126,4.868262,2,3
beacon,collision_shortcut,87,87,True,111,4.212448,0,3
surp,collision_shortcut,87,87,True,147,5.67809,0,4
beacon,sparse,88,88,True,111,4.341258,0,0
surp,sparse,88,88,True,110,4.341258,0,0
beacon,cluttered,88,88,True,113,4.341258,0,2
surp,cluttered,88,88,True,121,4.717073,0,2
beacon,collision_required,88,88,True,112,4.341258,0,1
surp,collision_required,88,88,True,117,4.537855,0,2
beacon,collision_shortcut,88,88,True,114,4.341258,0,3
surp,collision_shortcut,88,88,True,165,6.107755,6,5
beacon,sparse,89,89,True,136,5.244777,0,3
surp,sparse,89,89,True,157,6.189098,0,2
beacon,cluttered,89,89,True,140,5.244777,0,7
surp,cluttered,89,89,True,462,17.39626,32,17
beacon,collision_required,89,89,True,137,5.244777,0,3
surp,collision_required,89,89,True,187,7.134263,6,4
beacon,collision_shortcut,89,89,True,139,5.244777,0,5
surp,collision_shortcut,89,89,True,162,6.102276,0,8
beacon,sparse,90,90,True,122,4.653274,0,4
surp,sparse,90,90,True,179,6.526443,21,5
beacon,cluttered,90,90,True,128,4.653274,0,10
surp,cluttered,90,90,True,489,18.013036,49,26
beacon,collision_required,90,90,True,122,4.653274,0,3
surp,collision_required,90,90,True,183,6.938303,12,4
beacon,collision_shortcut,90,90,True,122,4.684323,0,3
surp,collision_shortcut,90,90,True,159,6.105567,0,5
beacon,sparse,91,91,True,110,4.203141,0,3
surp,sparse,91,91,True,149,5.738235,0,4
beacon,cluttered,91,91,True,113,4.203141,0,7
surp,cluttered,91,91,False,515,18.979619,61,13
beacon,collision_required,91,91,False,502,20.0,0,1
surp,collision_required,91,91,True,168,6.496045,0,4
beacon,collision_shortcut,91,91,True,111,4.203141,0,4
surp,collision_shortcut,91,91,True,172,6.581721,0,6
beacon,sparse,92,92,True,113,4.368483,0,1
surp,sparse,92,92,True,140,5.461486,2,2
beacon,cluttered,92,92,True,119,4.368483,0,7
surp,cluttered,92,92,True,284,10.365472,25,10
beacon,collision_required,92,92,True,113,4.368483,0,1
surp,collision_required,92,92,True,137,5.32135,2,2
beacon,collision_shortcut,92,92,True,117,4.368483,0,5
surp,collision_shortcut,92,92,True,161,6.069792,7,7
beacon,sparse,93,93,True,95,3.635552,0,2
surp,sparse,93,93,True,103,4.004832,2,1
beacon,cluttered,93,93,True,98,3.635552,0,5
surp,cluttered,93,93,True,205,7.599533,14,6
beacon,collision_required,93,93,True,133,5.092715,0,3
surp,collision_required,93,93,True,191,6.779702,12,4
beacon,collision_shortcut,93,93,True,136,5.092715,0,7
surp,collision_shortcut,93,93,True,176,6.752094,0,6
beacon,sparse,94,94,True,123,4.782394,0,2
surp,sparse,94,94,True,127,4.923585,0,2
beacon,cluttered,94,94,True,128,4.846654,0,6
surp,cluttered,94,94,False,511,19.104,36,15
beacon,collision_required,94,94,True,124,4.782394,0,2
surp,collision_required,94,94,True,129,4.991467,0,3
beacon,collision_shortcut,94,94,True,126,4.782394,0,4
surp,collision_shortcut,94,94,True,456,16.791345,42,8
beacon,sparse,95,95,True,121,4.519771,0,7
surp,sparse,95,95,True,143,5.47564,0,5
beacon,cluttered,95,95,True,123,4.519771,0,9
surp,cluttered,95,95,True,321,12.135363,2,14
beacon,collision_required,95,95,True,119,4.519771,0,5
surp,collision_required,95,95,True,142,5.443707,0,4
beacon,collision_shortcut,95,95,True,120,4.519771,0,6
surp,collision_shortcut,95,95,True,175,6.714672,0,6
beacon,sparse,96,96,True,106,4.055311,0,3
surp,sparse,96,96,True,123,4.671828,2,5
beacon,cluttered,96,96,True,121,4.534717,0,7
surp,cluttered,96,96,False,523,19.122095,72,16
beacon,collision_required,96,96,True,119,4.603031,0,2
surp,collision_required,96,96,True,138,5.319882,4,4
beacon,collision_shortcut,96,96,True,121,4.603031,0,3
surp,collision_shortcut,96,96,True,143,5.416264,4,5
beacon,sparse,97,97,True,120,4.630585,0,2
surp,sparse,97,97,True,152,5.893542,0,3
beacon,cluttered,97,97,True,125,4.630585,0,7
surp,cluttered,97,97,False,530,18.848,69,17
beacon,collision_required,97,97,True,120,4.630585,0,2
surp,collision_required,97,97,True,159,6.135266,0,4
beacon,collision_shortcut,97,97,True,122,4.630585,0,4
surp,collision_shortcut,97,97,True,158,6.118927,4,4
beacon,sparse,98,98,True,104,3.951413,0,5
surp,sparse,98,98,True,159,5.459019,20,5
beacon,cluttered,98,98,True,105,3.951413,0,8
surp,cluttered,98,98,True,171,6.307058,2,13
beacon,collision_required,98,98,True,121,4.640908,0,2
surp,collision_required,98,98,True,172,6.689021,0,3
beacon,collision_shortcut,98,98,True,121,4.640908,0,3
surp,collision_shortcut,98,98,True,298,11.555126,14,5
beacon,sparse,99,99,True,139,5.284069,0,4
surp,sparse,99,99,True,156,6.062102,0,3
beacon,cluttered,99,99,True,144,5.284069,0,9
surp,cluttered,99,99,False,514,18.981333,68,19
beacon,collision_required,99,99,True,137,5.284069,0,2
surp,collision_required,99,99,True,156,6.059943,4,2
beacon,collision_shortcut,99,99,True,142,5.284069,0,7
surp,collision_shortcut,99,99,True,178,6.392914,16,8
